id,name,age,score
506154,Neha,25,23
506155,Pooja,35,55
506156,Neha,45,19
506157,Suresh,38,92
506158,Amit,40,47
506159,Rahul,45,36
506160,Amit,42,59
506161,Rahul,36,99
506162,Suresh,31,34
506163,Amit,45,97
506164,Amit,55,26
506165,Neha,19,1
506166,Suresh,30,38
506167,Suresh,31,87
506168,Rahul,41,27
506169,Amit,50,27
506170,Amit,38,85
506171,Rahul,26,99
506172,Rahul,26,8
506173,Neha,44,92
506174,Amit,28,35
506175,Pooja,24,80
506176,Neha,33,89
506177,Amit,29,47
506178,Suresh,48,17
506179,Neha,42,12
506180,Rahul,26,75
506181,Pooja,54,30
506182,Amit,57,50
506183,Suresh,34,66
506184,Pooja,47,73
506185,Amit,33,8
506186,Pooja,54,80
506187,Neha,56,18
506188,Pooja,35,13
506189,Suresh,39,25
506190,Suresh,53,65
506191,Amit,57,44
506192,Pooja,35,25
506193,Neha,29,96
506194,Suresh,40,56
506195,Suresh,24,53
506196,Amit,40,24
506197,Pooja,42,13
506198,Amit,44,49
506199,Pooja,52,13
506200,Suresh,57,78
506201,Rahul,23,14
506202,Rahul,20,57
506203,Neha,40,76
506204,Neha,55,78
506205,Rahul,18,17
506206,Neha,52,18
506207,Amit,39,29
506208,Suresh,57,95
506209,Neha,56,74
506210,Amit,32,72
506211,Rahul,47,53
506212,Neha,18,45
506213,Neha,29,8
506214,Neha,36,67
506215,Rahul,27,86
506216,Neha,20,33
506217,Rahul,19,66
506218,Pooja,23,68
506219,Rahul,23,35
506220,Neha,38,71
506221,Rahul,21,29
506222,Pooja,35,76
506223,Rahul,21,44
506224,Amit,54,76
506225,Rahul,43,86
506226,Rahul,42,3
506227,Suresh,20,85
506228,Rahul,46,66
506229,Suresh,30,29
506230,Suresh,54,38
506231,Rahul,23,36
506232,Neha,48,94
506233,Suresh,48,84
506234,Suresh,24,96
506235,Neha,53,31
506236,Amit,22,40
506237,Suresh,30,45
506238,Neha,36,94
506239,Rahul,56,15
506240,Rahul,53,70
506241,Neha,39,35
506242,Pooja,51,64
506243,Rahul,44,12
506244,Suresh,33,75
506245,Rahul,22,95
506246,Pooja,22,23
506247,Rahul,27,92
506248,Rahul,32,5
506249,Pooja,39,74
506250,Amit,21,79
506251,Rahul,20,15
506252,Neha,39,21
506253,Suresh,53,80
506254,Rahul,55,44
506255,Pooja,27,31
506256,Neha,48,11
506257,Neha,37,5
506258,Amit,39,7
506259,Suresh,56,27
506260,Rahul,20,31
506261,Pooja,24,56
506262,Amit,19,34
506263,Suresh,54,44
506264,Neha,19,75
506265,Neha,36,43
506266,Suresh,54,56
506267,Suresh,36,58
506268,Neha,34,78
506269,Suresh,19,90
506270,Rahul,46,75
506271,Pooja,31,35
506272,Amit,30,53
506273,Suresh,48,95
506274,Amit,53,70
506275,Pooja,45,14
506276,Rahul,45,91
506277,Neha,41,83
506278,Pooja,36,67
506279,Suresh,48,16
506280,Neha,49,26
506281,Neha,50,54
506282,Neha,19,29
506283,Rahul,33,89
506284,Rahul,23,68
506285,Neha,37,61
506286,Suresh,51,40
506287,Rahul,25,91
506288,Rahul,57,45
506289,Neha,55,8
506290,Pooja,42,34
506291,Amit,34,83
506292,Pooja,28,43
506293,Rahul,44,16
506294,Pooja,35,40
506295,Rahul,26,31
506296,Rahul,39,95
506297,Suresh,51,1
506298,Suresh,48,4
506299,Rahul,41,11
506300,Amit,39,84
506301,Pooja,28,24
506302,Pooja,27,32
506303,Neha,20,84
506304,Suresh,18,10
506305,Neha,25,43
506306,Neha,55,80
506307,Rahul,52,27
506308,Suresh,50,3
506309,Suresh,31,73
506310,Amit,46,51
506311,Pooja,18,72
506312,Rahul,22,62
506313,Suresh,21,90
506314,Rahul,47,74
506315,Neha,32,13
506316,Pooja,53,30
506317,Suresh,29,14
506318,Rahul,29,60
506319,Rahul,37,17
506320,Neha,33,54
506321,Rahul,43,48
506322,Rahul,21,89
506323,Rahul,21,35
506324,Rahul,35,94
506325,Amit,48,91
506326,Suresh,19,80
506327,Amit,42,32
506328,Amit,51,81
506329,Suresh,25,5
506330,Rahul,42,53
506331,Rahul,21,54
506332,Neha,56,88
506333,Amit,45,0
506334,Neha,30,32
506335,Amit,26,73
506336,Suresh,38,68
506337,Neha,32,84
506338,Neha,27,70
506339,Amit,42,50
506340,Neha,40,8
506341,Suresh,50,67
506342,Rahul,38,96
506343,Suresh,31,86
506344,Rahul,42,42
506345,Rahul,44,17
506346,Suresh,33,8
506347,Neha,20,10
506348,Amit,36,90
506349,Pooja,25,38
506350,Pooja,30,93
506351,Amit,56,69
506352,Rahul,30,57
506353,Pooja,39,54
506354,Neha,28,27
506355,Amit,27,78
506356,Amit,40,48
506357,Amit,56,34
506358,Pooja,50,15
506359,Suresh,54,47
506360,Amit,32,42
506361,Neha,34,65
506362,Rahul,41,49
506363,Pooja,37,35
506364,Neha,20,34
506365,Neha,55,69
506366,Suresh,46,45
506367,Pooja,22,54
506368,Amit,43,63
506369,Suresh,54,24
506370,Neha,39,8
506371,Amit,38,84
506372,Amit,39,11
506373,Rahul,53,76
506374,Rahul,43,25
506375,Pooja,18,20
506376,Amit,40,25
506377,Neha,20,13
506378,Neha,48,64
506379,Suresh,27,80
506380,Suresh,25,73
506381,Rahul,32,54
506382,Suresh,55,65
506383,Suresh,52,55
506384,Pooja,42,73
506385,Amit,55,80
506386,Pooja,38,63
506387,Neha,55,50
506388,Suresh,31,43
506389,Neha,52,68
506390,Suresh,39,49
506391,Neha,39,55
506392,Pooja,22,3
506393,Suresh,21,93
506394,Rahul,25,73
506395,Suresh,52,80
506396,Suresh,38,10
506397,Neha,22,45
506398,Suresh,20,1
506399,Suresh,47,11
506400,Suresh,44,93
506401,Neha,23,93
506402,Rahul,33,42
506403,Neha,42,84
506404,Neha,21,59
506405,Pooja,54,33
506406,Amit,39,52
506407,Suresh,56,97
506408,Amit,24,53
506409,Rahul,46,64
506410,Amit,19,35
506411,Pooja,55,66
506412,Neha,54,86
506413,Suresh,52,75
506414,Pooja,37,46
506415,Pooja,57,18
506416,Amit,37,92
506417,Suresh,39,5
506418,Pooja,45,6
506419,Neha,57,87
506420,Pooja,56,41
506421,Suresh,53,57
506422,Neha,21,2
506423,Neha,40,2
506424,Suresh,20,5
506425,Neha,49,81
506426,Rahul,25,98
506427,Rahul,25,67
506428,Neha,19,3
506429,Rahul,44,2
506430,Neha,31,92
506431,Suresh,46,49
506432,Amit,32,87
506433,Rahul,22,22
506434,Rahul,23,54
506435,Rahul,22,38
506436,Suresh,19,42
506437,Neha,24,26
506438,Amit,45,61
506439,Neha,42,16
506440,Suresh,56,47
506441,Neha,55,74
506442,Suresh,40,65
506443,Suresh,57,8
506444,Amit,30,46
506445,Rahul,19,27
506446,Pooja,54,76
506447,Rahul,48,26
506448,Amit,28,71
506449,Suresh,24,78
506450,Rahul,21,69
506451,Amit,49,98
506452,Rahul,25,1
506453,Pooja,36,38
506454,Pooja,31,28
506455,Pooja,45,37
506456,Rahul,35,74
506457,Rahul,18,86
506458,Amit,41,87
506459,Neha,45,62
506460,Neha,41,41
506461,Pooja,51,35
506462,Neha,22,52
506463,Rahul,51,72
506464,Rahul,40,30
506465,Amit,32,16
506466,Neha,18,51
506467,Rahul,54,12
506468,Neha,49,97
506469,Pooja,37,19
506470,Suresh,55,0
506471,Amit,42,40
506472,Neha,20,81
506473,Suresh,22,92
506474,Suresh,23,39
506475,Neha,18,94
506476,Suresh,34,51
506477,Suresh,41,23
506478,Amit,39,12
506479,Neha,38,25
506480,Neha,25,15
506481,Neha,36,53
506482,Amit,34,97
506483,Suresh,43,94
506484,Suresh,40,99
506485,Pooja,53,56
506486,Suresh,43,19
506487,Suresh,18,69
506488,Pooja,50,64
506489,Pooja,25,66
506490,Suresh,18,89
506491,Suresh,42,38
506492,Amit,25,63
506493,Pooja,55,0
506494,Suresh,36,36
506495,Neha,55,60
506496,Amit,29,93
506497,Amit,29,99
506498,Neha,42,0
506499,Neha,32,52
506500,Pooja,18,29
506501,Neha,40,88
506502,Pooja,56,8
506503,Neha,43,58
506504,Neha,53,24
506505,Neha,33,53
506506,Rahul,36,32
506507,Amit,41,20
506508,Pooja,36,78
506509,Suresh,57,23
506510,Rahul,55,45
506511,Suresh,39,14
506512,Pooja,40,64
506513,Suresh,43,44
506514,Pooja,46,73
506515,Pooja,32,14
506516,Amit,51,34
506517,Pooja,47,32
506518,Amit,27,86
506519,Suresh,29,11
506520,Pooja,36,6
506521,Rahul,25,59
506522,Rahul,55,11
506523,Rahul,28,20
506524,Amit,40,70
506525,Amit,28,51
506526,Pooja,22,95
506527,Pooja,53,44
506528,Suresh,46,65
506529,Rahul,57,6
506530,Rahul,33,91
506531,Amit,56,75
506532,Rahul,34,94
506533,Rahul,29,84
506534,Suresh,19,57
506535,Pooja,38,72
506536,Pooja,23,59
506537,Pooja,54,60
506538,Rahul,27,41
506539,Rahul,25,19
506540,Rahul,24,88
506541,Suresh,22,71
506542,Pooja,21,86
506543,Amit,24,0
506544,Neha,39,10
506545,Amit,18,36
506546,Neha,31,51
506547,Rahul,19,37
506548,Pooja,28,22
506549,Amit,25,95
506550,Neha,48,95
506551,Neha,23,99
506552,Suresh,47,8
506553,Neha,40,51
506554,Pooja,19,22
506555,Pooja,42,14
506556,Neha,23,92
506557,Suresh,42,57
506558,Rahul,34,50
506559,Pooja,37,0
506560,Neha,39,33
506561,Neha,19,37
506562,Suresh,34,79
506563,Pooja,39,74
506564,Suresh,37,8
506565,Neha,54,98
506566,Neha,22,69
506567,Amit,40,86
506568,Neha,39,70
506569,Pooja,21,39
506570,Suresh,45,82
506571,Suresh,19,15
506572,Amit,30,36
506573,Pooja,55,45
506574,Rahul,30,90
506575,Neha,56,74
506576,Neha,55,80
506577,Neha,56,57
506578,Pooja,42,78
506579,Rahul,29,49
506580,Neha,47,50
506581,Rahul,44,94
506582,Amit,43,0
506583,Pooja,20,97
506584,Amit,57,50
506585,Rahul,24,62
506586,Neha,37,20
506587,Neha,37,40
506588,Suresh,49,66
506589,Suresh,44,76
506590,Neha,53,58
506591,Suresh,23,18
506592,Pooja,18,7
506593,Suresh,57,59
506594,Amit,27,91
506595,Rahul,26,44
506596,Pooja,43,87
506597,Suresh,40,87
506598,Amit,30,49
506599,Neha,21,59
506600,Rahul,41,31
506601,Suresh,55,87
506602,Suresh,24,75
506603,Pooja,18,54
506604,Pooja,33,40
506605,Amit,30,10
506606,Pooja,34,73
506607,Rahul,51,52
506608,Pooja,52,4
506609,Suresh,57,64
506610,Pooja,30,99
506611,Neha,54,33
506612,Suresh,26,9
506613,Amit,21,64
506614,Amit,41,48
506615,Amit,45,52
506616,Neha,54,75
506617,Rahul,42,66
506618,Suresh,24,93
506619,Pooja,44,83
506620,Pooja,45,24
506621,Suresh,43,75
506622,Rahul,45,18
506623,Amit,22,18
506624,Amit,31,66
506625,Rahul,54,26
506626,Suresh,56,78
506627,Neha,57,99
506628,Pooja,25,45
506629,Pooja,37,15
506630,Rahul,23,17
506631,Amit,55,77
506632,Pooja,55,12
506633,Rahul,52,63
506634,Amit,51,47
506635,Neha,55,82
506636,Pooja,51,80
506637,Pooja,57,93
506638,Rahul,31,57
506639,Neha,52,34
506640,Amit,29,79
506641,Rahul,20,94
506642,Amit,37,20
506643,Neha,51,73
506644,Suresh,45,43
506645,Suresh,24,43
506646,Suresh,40,86
506647,Rahul,38,69
506648,Suresh,19,100
506649,Pooja,23,19
506650,Rahul,24,77
506651,Rahul,33,39
506652,Suresh,31,47
506653,Suresh,51,73
506654,Amit,28,62
506655,Rahul,30,94
506656,Neha,51,9
506657,Rahul,25,53
506658,Amit,56,75
506659,Amit,42,68
506660,Pooja,27,11
506661,Amit,30,94
506662,Rahul,55,53
506663,Amit,57,100
506664,Rahul,40,34
506665,Neha,37,85
506666,Amit,51,61
506667,Neha,37,6
506668,Neha,47,10
506669,Amit,42,88
506670,Neha,27,94
506671,Rahul,43,24
506672,Neha,36,96
506673,Pooja,42,27
506674,Neha,36,36
506675,Neha,22,25
506676,Pooja,32,75
506677,Amit,45,99
506678,Neha,40,70
506679,Pooja,43,99
506680,Neha,39,22
506681,Amit,43,78
506682,Amit,37,11
506683,Neha,47,87
506684,Pooja,55,87
506685,Pooja,34,93
506686,Pooja,19,82
506687,Amit,38,73
506688,Rahul,21,91
506689,Amit,31,42
506690,Suresh,20,17
506691,Rahul,32,37
506692,Rahul,19,53
506693,Neha,52,95
506694,Neha,56,100
506695,Suresh,42,55
506696,Neha,57,17
506697,Rahul,35,100
506698,Suresh,51,8
506699,Rahul,27,65
506700,Pooja,28,51
506701,Pooja,43,43
506702,Pooja,23,33
506703,Suresh,33,16
506704,Amit,31,43
506705,Pooja,46,72
506706,Rahul,35,31
506707,Amit,31,13
506708,Suresh,51,24
506709,Neha,51,14
506710,Rahul,34,73
506711,Rahul,47,62
506712,Neha,57,43
506713,Amit,24,55
506714,Suresh,53,54
506715,Amit,44,7
506716,Pooja,25,22
506717,Neha,18,80
506718,Suresh,18,100
506719,Rahul,42,99
506720,Suresh,44,48
506721,Pooja,47,74
506722,Pooja,28,53
506723,Suresh,46,76
506724,Suresh,38,85
506725,Suresh,41,92
506726,Neha,22,47
506727,Rahul,48,74
506728,Rahul,49,56
506729,Rahul,23,75
506730,Amit,18,35
506731,Rahul,47,96
506732,Amit,29,41
506733,Neha,32,60
506734,Amit,51,52
506735,Neha,32,46
506736,Pooja,36,97
506737,Suresh,27,49
506738,Suresh,31,99
506739,Suresh,36,86
506740,Neha,31,84
506741,Pooja,25,48
506742,Neha,51,71
506743,Rahul,46,51
506744,Rahul,29,2
506745,Amit,26,43
506746,Suresh,39,65
506747,Pooja,45,14
506748,Rahul,31,96
506749,Neha,25,35
506750,Suresh,42,88
506751,Pooja,42,50
506752,Pooja,18,42
506753,Pooja,47,89
506754,Suresh,20,15
506755,Rahul,33,2
506756,Pooja,21,7
506757,Neha,31,98
506758,Pooja,49,11
506759,Suresh,43,42
506760,Rahul,43,87
506761,Amit,30,83
506762,Neha,44,59
506763,Amit,23,77
506764,Pooja,48,61
506765,Amit,41,51
506766,Rahul,40,77
506767,Suresh,38,99
506768,Suresh,30,28
506769,Suresh,25,98
506770,Rahul,47,41
506771,Suresh,24,64
506772,Amit,45,21
506773,Pooja,44,38
506774,Neha,49,94
506775,Pooja,28,90
506776,Suresh,23,82
506777,Suresh,18,38
506778,Suresh,43,56
506779,Amit,33,97
506780,Pooja,22,8
506781,Suresh,29,51
506782,Suresh,34,14
506783,Pooja,25,54
506784,Amit,47,17
506785,Rahul,48,51
506786,Rahul,45,11
506787,Neha,27,32
506788,Rahul,57,27
506789,Rahul,38,34
506790,Rahul,48,63
506791,Neha,42,54
506792,Rahul,45,67
506793,Neha,43,32
506794,Suresh,52,6
506795,Neha,36,48
506796,Amit,37,3
506797,Pooja,32,44
506798,Rahul,29,10
506799,Neha,50,89
506800,Neha,55,45
506801,Suresh,35,12
506802,Rahul,41,45
506803,Neha,55,43
506804,Amit,56,86
506805,Suresh,40,72
506806,Neha,24,96
506807,Suresh,42,71
506808,Amit,19,41
506809,Amit,37,5
506810,Pooja,56,29
506811,Rahul,39,94
506812,Suresh,57,87
506813,Rahul,31,97
506814,Neha,22,64
506815,Suresh,32,14
506816,Amit,46,52
506817,Neha,47,33
506818,Neha,49,76
506819,Pooja,45,0
506820,Amit,30,11
506821,Rahul,24,19
506822,Pooja,36,89
506823,Suresh,50,96
506824,Rahul,22,64
506825,Neha,49,69
506826,Amit,48,56
506827,Amit,25,82
506828,Neha,39,27
506829,Neha,24,25
506830,Pooja,33,37
506831,Neha,39,74
506832,Suresh,18,97
506833,Amit,49,37
506834,Rahul,25,18
506835,Amit,55,12
506836,Rahul,52,95
506837,Suresh,46,66
506838,Pooja,45,87
506839,Amit,36,18
506840,Neha,57,52
506841,Neha,18,93
506842,Amit,54,74
506843,Amit,31,44
506844,Amit,38,12
506845,Amit,39,92
506846,Amit,46,91
506847,Rahul,39,27
506848,Suresh,30,50
506849,Pooja,32,4
506850,Amit,23,64
506851,Rahul,37,78
506852,Amit,23,32
506853,Rahul,28,6
506854,Amit,26,46
506855,Neha,32,97
506856,Pooja,27,70
506857,Pooja,51,84
506858,Pooja,19,81
506859,Amit,27,76
506860,Suresh,48,73
506861,Amit,18,28
506862,Pooja,22,42
506863,Neha,29,65
506864,Neha,54,45
506865,Suresh,31,77
506866,Neha,26,62
506867,Neha,27,44
506868,Rahul,43,31
506869,Pooja,29,78
506870,Rahul,56,17
506871,Neha,42,68
506872,Rahul,45,98
506873,Neha,22,88
506874,Neha,47,85
506875,Rahul,44,94
506876,Rahul,29,49
506877,Amit,44,77
506878,Pooja,39,68
506879,Suresh,37,68
506880,Neha,56,99
506881,Rahul,42,100
506882,Neha,39,12
506883,Suresh,38,62
506884,Amit,18,60
506885,Pooja,22,82
506886,Neha,39,48
506887,Neha,42,55
506888,Amit,54,76
506889,Rahul,20,69
506890,Suresh,42,90
506891,Rahul,40,20
506892,Suresh,43,95
506893,Pooja,53,14
506894,Suresh,41,92
506895,Amit,38,94
506896,Suresh,23,63
506897,Amit,28,69
506898,Suresh,27,95
506899,Rahul,28,52
506900,Pooja,52,34
506901,Rahul,23,89
506902,Neha,55,100
506903,Neha,46,24
506904,Suresh,18,23
506905,Neha,47,93
506906,Neha,38,69
506907,Rahul,25,40
506908,Rahul,30,100
506909,Suresh,54,33
506910,Neha,37,62
506911,Amit,37,93
506912,Rahul,28,17
506913,Rahul,20,1
506914,Pooja,26,48
506915,Amit,39,70
506916,Suresh,50,40
506917,Neha,42,52
506918,Suresh,49,23
506919,Rahul,53,8
506920,Pooja,55,60
506921,Rahul,51,13
506922,Rahul,47,64
506923,Suresh,22,15
506924,Neha,47,15
506925,Amit,36,56
506926,Neha,36,31
506927,Rahul,29,26
506928,Suresh,54,96
506929,Neha,23,80
506930,Neha,37,26
506931,Amit,40,6
506932,Neha,30,37
506933,Suresh,25,40
506934,Neha,42,55
506935,Amit,55,25
506936,Rahul,42,24
506937,Suresh,21,60
506938,Pooja,56,39
506939,Amit,28,16
506940,Neha,21,21
506941,Neha,40,5
506942,Pooja,33,5
506943,Suresh,27,73
506944,Pooja,22,63
506945,Rahul,53,11
506946,Rahul,46,15
506947,Pooja,55,5
506948,Suresh,23,13
506949,Neha,46,47
506950,Amit,39,57
506951,Amit,47,92
506952,Rahul,42,49
506953,Pooja,34,42
506954,Amit,28,79
506955,Suresh,53,27
506956,Amit,50,99
506957,Neha,57,31
506958,Neha,49,58
506959,Suresh,49,40
506960,Suresh,31,46
506961,Amit,33,61
506962,Pooja,32,58
506963,Suresh,23,46
506964,Neha,20,82
506965,Neha,29,14
506966,Suresh,46,24
506967,Suresh,21,52
506968,Suresh,35,26
506969,Amit,49,17
506970,Amit,24,19
506971,Amit,21,34
506972,Rahul,39,73
506973,Suresh,44,79
506974,Pooja,40,12
506975,Amit,48,0
506976,Rahul,21,20
506977,Amit,30,83
506978,Rahul,21,17
506979,Rahul,48,36
506980,Neha,36,65
506981,Rahul,48,64
506982,Suresh,43,70
506983,Pooja,38,56
506984,Neha,30,58
506985,Amit,56,67
506986,Amit,38,95
506987,Suresh,46,13
506988,Neha,56,43
506989,Rahul,31,44
506990,Rahul,28,94
506991,Rahul,56,82
506992,Pooja,22,25
506993,Neha,40,80
506994,Pooja,43,24
506995,Suresh,37,9
506996,Pooja,47,80
506997,Rahul,20,17
506998,Suresh,45,4
506999,Suresh,31,43
507000,Pooja,40,61
507001,Rahul,25,86
507002,Rahul,27,36
507003,Amit,39,58
507004,Rahul,21,70
507005,Suresh,57,18
507006,Suresh,47,31
507007,Neha,25,1
507008,Amit,55,39
507009,Amit,27,20
507010,Rahul,30,95
507011,Amit,25,25
507012,Pooja,40,31
507013,Amit,44,82
507014,Neha,26,89
507015,Amit,39,74
507016,Amit,39,10
507017,Amit,43,6
507018,Amit,43,79
507019,Neha,57,5
507020,Pooja,34,96
507021,Neha,31,33
507022,Pooja,41,92
507023,Amit,57,85
507024,Rahul,43,53
507025,Rahul,57,100
507026,Suresh,18,7
507027,Neha,28,12
507028,Rahul,33,80
507029,Amit,44,64
507030,Neha,26,48
507031,Suresh,40,63
507032,Neha,35,4
507033,Amit,53,26
507034,Amit,35,42
507035,Neha,27,27
507036,Pooja,28,3
507037,Neha,22,47
507038,Suresh,34,16
507039,Neha,56,43
507040,Neha,18,2
507041,Amit,28,14
507042,Suresh,20,68
507043,Pooja,41,72
507044,Amit,56,40
507045,Amit,40,55
507046,Pooja,38,8
507047,Amit,41,88
507048,Pooja,32,6
507049,Rahul,52,25
507050,Rahul,49,14
507051,Pooja,24,23
507052,Rahul,42,81
507053,Rahul,52,48
507054,Pooja,22,35
507055,Suresh,32,52
507056,Amit,35,33
507057,Amit,35,93
507058,Suresh,54,65
507059,Pooja,50,69
507060,Neha,57,16
507061,Pooja,54,65
507062,Rahul,29,62
507063,Suresh,19,63
507064,Rahul,30,14
507065,Rahul,49,42
507066,Amit,51,56
507067,Pooja,18,64
507068,Rahul,50,43
507069,Suresh,33,77
507070,Suresh,25,77
507071,Pooja,37,60
507072,Rahul,50,95
507073,Pooja,46,82
507074,Rahul,54,14
507075,Neha,51,85
507076,Suresh,36,20
507077,Amit,30,53
507078,Rahul,39,85
507079,Rahul,33,11
507080,Pooja,24,43
507081,Amit,21,51
507082,Pooja,55,91
507083,Rahul,52,31
507084,Rahul,25,71
507085,Rahul,26,21
507086,Rahul,54,2
507087,Suresh,32,15
507088,Neha,42,16
507089,Pooja,54,51
507090,Suresh,55,62
507091,Suresh,51,52
507092,Neha,30,67
507093,Rahul,32,70
507094,Pooja,34,62
507095,Suresh,37,73
507096,Neha,44,92
507097,Neha,25,81
507098,Suresh,48,90
507099,Suresh,40,99
507100,Rahul,45,78
507101,Suresh,41,56
507102,Rahul,30,72
507103,Pooja,20,0
507104,Rahul,30,25
507105,Rahul,37,76
507106,Suresh,36,75
507107,Rahul,25,72
507108,Rahul,44,5
507109,Pooja,50,39
507110,Rahul,41,24
507111,Amit,45,9
507112,Suresh,52,67
507113,Rahul,32,90
507114,Pooja,28,54
507115,Neha,44,42
507116,Neha,45,69
507117,Suresh,19,61
507118,Amit,53,86
507119,Pooja,41,9
507120,Suresh,47,56
507121,Pooja,22,58
507122,Amit,28,83
507123,Pooja,19,84
507124,Neha,20,99
507125,Pooja,48,41
507126,Neha,41,15
507127,Rahul,46,58
507128,Pooja,22,2
507129,Amit,49,15
507130,Amit,51,61
507131,Neha,22,19
507132,Amit,44,84
507133,Rahul,35,58
507134,Neha,33,79
507135,Pooja,23,29
507136,Neha,28,74
507137,Neha,41,46
507138,Suresh,44,0
507139,Neha,35,31
507140,Pooja,35,41
507141,Neha,24,0
507142,Amit,22,52
507143,Suresh,46,18
507144,Rahul,52,31
507145,Amit,18,53
507146,Neha,42,87
507147,Pooja,54,54
507148,Amit,57,63
507149,Pooja,55,7
507150,Pooja,55,67
507151,Amit,32,95
507152,Amit,21,75
507153,Suresh,48,0
507154,Suresh,38,61
507155,Amit,18,56
507156,Amit,25,30
507157,Suresh,20,71
507158,Amit,28,22
507159,Amit,53,45
507160,Amit,45,77
507161,Neha,45,5
507162,Pooja,25,55
507163,Suresh,43,86
507164,Neha,42,66
507165,Neha,32,93
507166,Amit,53,81
507167,Suresh,45,30
507168,Suresh,52,97
507169,Suresh,41,15
507170,Rahul,47,70
507171,Rahul,44,21
507172,Neha,29,50
507173,Pooja,52,38
507174,Rahul,53,73
507175,Amit,48,20
507176,Neha,40,88
507177,Neha,30,91
507178,Suresh,23,88
507179,Suresh,28,54
507180,Neha,19,50
507181,Rahul,19,75
507182,Amit,35,87
507183,Rahul,55,0
507184,Neha,27,11
507185,Neha,38,37
507186,Rahul,55,25
507187,Neha,57,66
507188,Rahul,20,55
507189,Rahul,49,93
507190,Amit,44,3
507191,Suresh,50,39
507192,Neha,43,27
507193,Rahul,29,91
507194,Suresh,43,57
507195,Suresh,40,60
507196,Neha,44,100
507197,Neha,53,26
507198,Rahul,28,5
507199,Neha,40,18
507200,Neha,27,3
507201,Neha,57,34
507202,Neha,45,47
507203,Suresh,21,40
507204,Pooja,20,71
507205,Rahul,33,62
507206,Suresh,39,14
507207,Suresh,32,35
507208,Pooja,42,59
507209,Neha,48,61
507210,Suresh,30,27
507211,Pooja,35,60
507212,Amit,30,16
507213,Rahul,22,61
507214,Pooja,20,4
507215,Pooja,20,69
507216,Pooja,57,86
507217,Neha,24,40
507218,Amit,42,18
507219,Rahul,53,17
507220,Pooja,20,80
507221,Rahul,56,84
507222,Pooja,42,72
507223,Amit,57,10
507224,Neha,44,43
507225,Rahul,24,27
507226,Pooja,37,21
507227,Pooja,41,41
507228,Suresh,57,11
507229,Amit,43,72
507230,Amit,22,23
507231,Pooja,44,55
507232,Pooja,50,63
507233,Suresh,57,37
507234,Suresh,22,79
507235,Amit,34,8
507236,Suresh,43,87
507237,Rahul,55,53
507238,Rahul,40,4
507239,Neha,27,72
507240,Amit,32,28
507241,Suresh,42,2
507242,Rahul,29,23
507243,Amit,25,90
507244,Pooja,55,57
507245,Amit,53,14
507246,Amit,20,76
507247,Amit,48,96
507248,Neha,45,61
507249,Pooja,29,48
507250,Neha,34,8
507251,Amit,27,17
507252,Amit,53,70
507253,Suresh,53,11
507254,Rahul,27,80
507255,Pooja,23,97
507256,Amit,53,70
507257,Amit,25,34
507258,Rahul,29,80
507259,Suresh,18,11
507260,Amit,19,79
507261,Pooja,18,77
507262,Pooja,37,61
507263,Neha,28,54
507264,Neha,19,4
507265,Rahul,40,41
507266,Neha,22,36
507267,Pooja,43,73
507268,Rahul,45,8
507269,Rahul,54,38
507270,Amit,53,98
507271,Suresh,21,79
507272,Suresh,49,53
507273,Suresh,30,91
507274,Pooja,19,69
507275,Suresh,20,46
507276,Rahul,40,13
507277,Pooja,22,42
507278,Suresh,22,74
507279,Pooja,47,6
507280,Amit,41,32
507281,Suresh,27,50
507282,Suresh,33,55
507283,Neha,40,79
507284,Rahul,47,30
507285,Amit,33,31
507286,Amit,21,40
507287,Suresh,29,95
507288,Pooja,54,51
507289,Suresh,32,42
507290,Pooja,33,26
507291,Amit,23,2
507292,Suresh,37,32
507293,Rahul,47,71
507294,Pooja,48,84
507295,Neha,52,30
507296,Neha,25,96
507297,Neha,40,74
507298,Amit,57,59
507299,Pooja,20,46
507300,Neha,50,95
507301,Rahul,18,33
507302,Neha,28,11
507303,Pooja,27,1
507304,Neha,22,11
507305,Neha,35,34
507306,Suresh,19,6
507307,Pooja,39,66
507308,Rahul,35,56
507309,Suresh,42,80
507310,Neha,46,98
507311,Neha,51,32
507312,Neha,28,47
507313,Neha,49,65
507314,Pooja,29,93
507315,Suresh,49,34
507316,Amit,48,53
507317,Rahul,36,74
507318,Suresh,26,95
507319,Amit,25,29
507320,Amit,46,84
507321,Amit,25,50
507322,Suresh,30,74
507323,Rahul,23,99
507324,Pooja,52,46
507325,Amit,22,85
507326,Rahul,41,86
507327,Rahul,36,37
507328,Neha,49,63
507329,Amit,29,33
507330,Suresh,30,50
507331,Amit,54,78
507332,Rahul,28,3
507333,Rahul,41,0
507334,Amit,42,38
507335,Amit,39,69
507336,Suresh,19,97
507337,Pooja,25,100
507338,Rahul,46,89
507339,Suresh,45,44
507340,Neha,46,38
507341,Neha,27,69
507342,Suresh,54,20
507343,Pooja,50,65
507344,Suresh,46,87
507345,Rahul,57,32
507346,Suresh,29,65
507347,Amit,28,54
507348,Rahul,41,18
507349,Suresh,42,17
507350,Neha,37,60
507351,Neha,20,7
507352,Pooja,44,73
507353,Neha,19,35
507354,Rahul,53,67
507355,Amit,50,54
507356,Pooja,56,71
507357,Suresh,37,8
507358,Suresh,46,63
507359,Rahul,20,22
